,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59
IA627,177.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,132.01,0.01,0.00999999999999,1896.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,984.01,21.01,27.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,43.01,0.00999999999999,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,1244.01,59.01,416.01,0.01,0.01,6583.01,0.01,0.01,0.00999999999999,60.01,0.01,102.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01,298.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.00999999999999
1448853,0.01,0.00999999999999,42.01,0.01,243.01,0.00999999999999,417.01,5191.01,144.01,443.01,0.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,488.01,0.01,3740.01,0.01,0.00999999999999,10135.01,0.00999999999999,0.01,0.00999999999999,1038.01,586.01,729.01,0.00999999999999,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.01,11205.01,0.00999999999999,2139.01,0.01,0.0100000000002,0.01,0.00999999999999,0.01,0.01,3001.01,66.01,154.01,0.00999999999999,7676.01,0.01,0.01,0.00999999999999,2866.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.01,0.0100000000002,0.01
12481028,0.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,117.01,0.01,0.01,81.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,26.01,0.01,559.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,29.01,0.01,0.00999999999999,0.01,63.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.01,0.01,72.01,0.01
11693518,1.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,148.01,0.01,0.01,0.01,89.01,0.01,0.01,19.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,150.01,0.01,30.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,37.01,0.01
100153138,0.01,0.01,0.01,0.01,0.01,0.00999999999999,19.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01,363.01,0.01,0.01,96.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.01,0.01,0.01,0.01,3.01,0.01,1221.01,0.00999999999999,0.01,0.01,0.01,0.01,69.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,119.01,0.01,18.01,0.01,151.01,0.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.01,0.01,318.01,0.01
7701232,1257.01,0.00999999999999,148.01,342.01,3386.01,0.00999999999999,0.00999999999999,440.01,969.01,0.0100000000002,0.01,0.00999999999999,0.00999999999999,77.01,0.01,0.00999999999999,1395.01,0.00999999999999,0.00999999999999,293.01,0.01,4434.01,0.00999999999999,0.00999999999999,0.0100000000002,0.01,163.01,333.01,792.01,0.00999999999999,0.00999999999999,7.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,686.01,285.01,11931.01,0.01,1380.01,830.01,0.01,570.01,52.01,151.01,0.00999999999999,1667.01,0.00999999999999,540.01,0.00999999999999,319.01,780.01,0.00999999999999,65.01,0.00999999999999,409.01,2233.01,517.01
1858001,0.01,0.00999999999999,0.00999999999999,0.01,8153.01,343.01,0.01,1896.01,0.00999999999999,179.01,0.01,0.00999999999999,0.01,0.01,0.01,303.01,857.01,0.01,437.01,0.00999999999999,0.01,3867.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,614.01,225.01,0.01,0.00999999999999,0.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.00999999999999,514.01,0.00999999999999,21256.01,0.01,871.01,162.01,0.01,0.01,0.00999999999999,430.01,0.0100000000002,2803.01,1.01,63.01,0.01,581.01,28.01,0.01,0.00999999999999,0.01,0.01,0.01,1056.01
9724697,0.00999999999999,0.01,0.01,0.00999999999999,900.01,0.01,5.01,506.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.01,649.01,0.01,0.00999999999999,690.01,0.01,0.01,0.01,0.00999999999999,2075.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,14106.01,30.01,290.01,0.01,0.00999999999999,132.01,0.01,0.00999999999999,155.01,0.01,0.00999999999999,0.01,0.00999999999999,174.01,0.01,1.01,0.00999999999999,0.01,1076.01,0.00999999999999,681.01,0.01,1120.01,0.00999999999999,340.01,0.00999999999999,829.01,0.00999999999999,0.00999999999999,0.00999999999999,173.01,0.01,0.00999999999999,0.00999999999999
7689516,2299.01,0.00999999999999,316.01,105.01,894.01,9464.01,0.01,0.01,0.00999999999999,0.0100000000002,0.01,0.01,0.01,362.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,0.01,2346.01,0.00999999999999,0.01,0.00999999999999,353.01,0.00999999999999,1135.01,1068.01,4.01,0.01,0.01,220.01,0.01,61.01,0.01,668.01,2230.01,0.01,0.01,0.01,1.01,0.00999999999999,0.00999999999999,0.01,0.01,1312.01,0.00999999999999,149.01,0.01,96.01,0.01,0.00999999999999,0.01,848.01,0.00999999999999,0.01,259.01,4323.01,0.01
11724840,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.00999999999999,2.01,0.00999999999999,8600.01,0.01,0.01,2014.01,0.01,0.00999999999999,2362.01,0.00999999999999,77.01,0.00999999999999,287.01,0.01,0.01,0.01,0.00999999999999,0.0100000000002,982.01,0.00999999999999,1867.01,0.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,224.01,0.0100000000002,0.01,94.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.01,486.01,10983.01,3033.01,0.00999999999999,0.00999999999999,778.01,0.00999999999999,1444.01,9153.01,0.01,2352.01,0.00999999999999
9777087,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,2097.01,2806.01,165.01,0.00999999999999,781.01,0.01,0.00999999999999,4172.01,0.01,0.01,1666.01,0.01,0.01,0.00999999999999,0.01,83.01,0.01,0.01,0.01,2358.01,508.01,0.01,0.00999999999999,1154.01,0.01,467.01,1.01,187.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.0100000000002,81.01,337.01,0.01,0.00999999999999,2224.01,0.00999999999999,0.0100000000002,0.01,1415.01,0.00999999999999,1649.01,0.00999999999999,3231.01,221.01,0.00999999999999,0.01,61.01,0.00999999999999,0.0100000000002,5.01
2015586,0.00999999999999,0.01,131.01,0.00999999999999,0.01,0.0100000000002,202.01,345.01,0.00999999999999,0.01,374.01,0.01,0.01,0.01,0.01,0.00999999999999,3285.01,0.01,0.01,77.01,0.00999999999999,272.01,0.00999999999999,0.00999999999999,0.00999999999999,1840.01,604.01,0.01,5494.01,0.00999999999999,0.00999999999999,0.01,0.01,67.01,0.00999999999999,0.01,0.01,0.01,0.01,0.0100000000002,92.01,0.01,0.01,0.00999999999999,4271.01,2.01,11124.01,0.01,10.01,0.01,1457.01,0.0100000000002,5623.01,2.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.01
10822931,0.01,3.01,0.01,0.01,0.01,0.01,2344.01,2354.01,0.00999999999999,0.0100000000002,800.01,12.01,0.00999999999999,0.0100000000002,0.01,0.01,8577.01,142.01,0.00999999999999,0.01,28.01,2277.01,0.01,0.01,0.01,2789.01,70.01,345.01,0.01,0.01,0.01,0.01,0.01,399.01,0.01,16.01,741.01,0.00999999999999,0.01,0.01,770.01,0.01,0.00999999999999,487.01,1123.01,0.0100000000002,0.00999999999999,564.01,3363.01,0.00999999999999,26.01,0.00999999999999,1617.01,0.01,0.01,0.01,0.01,0.01,1.01,0.01
1490783,274.01,0.00999999999999,97.01,1328.01,8145.01,452.01,0.00999999999999,889.01,0.01,0.00999999999999,0.01,121.01,0.01,0.01,0.00999999999999,0.00999999999999,1607.01,455.01,0.01,2334.01,0.00999999999999,3460.01,0.01,923.01,0.01,0.01,0.00999999999999,263.01,0.00999999999999,172.01,141.01,96.01,0.00999999999999,35.01,0.00999999999999,0.01,7431.01,4240.01,0.01,83.01,0.01,119.01,139.01,0.00999999999999,222.01,283.01,0.01,0.00999999999999,1018.01,258.01,0.01,0.01,1178.01,305.01,0.00999999999999,0.01,512.01,0.01,1341.01,0.01
8641221,9032.01,106.01,0.01,0.00999999999999,0.01,4144.01,6414.01,13918.01,6300.01,0.0100000000002,478.01,0.01,0.0100000000002,10558.01,0.01,0.0100000000002,1601.01,510.01,893.01,0.01,743.01,4752.01,0.00999999999999,0.01,1358.01,1670.01,242.01,3260.01,582.01,0.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.01,166.01,126.01,0.0100000000002,62.01,613.01,347.01,1.01,0.00999999999999,468.01,1182.01,0.01,1323.01,0.00999999999999,26332.01,0.01,2816.01,1.01,0.01,0.00999999999999,0.00999999999999,1289.01,0.01,20.01,0.010000000002,0.01
1876478,1268.01,0.00999999999999,0.00999999999999,0.00999999999999,3213.01,0.00999999999999,0.00999999999999,1065.01,0.00999999999999,0.0100000000002,0.00999999999999,0.01,0.00999999999999,307.01,0.00999999999999,0.00999999999999,1958.01,0.01,0.01,0.00999999999999,0.01,3684.01,42.01,0.00999999999999,0.01,154.01,0.00999999999999,976.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,23859.01,5521.01,67.01,116.01,0.01,170.01,0.01,0.00999999999999,224.01,0.00999999999999,0.00999999999999,0.00999999999999,2657.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,108.01,0.01,0.01,3541.01,0.01
6520146,0.00999999999999,0.01,0.00999999999999,0.01,6417.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,851.01,0.01,0.01,153.01,0.01,0.01,0.01,0.01,25.01,0.00999999999999,90.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.0100000000002,0.00999999999999,0.01,0.01,1253.01,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,0.0100000000002,0.00999999999999,0.00999999999999,0.01,37.01,0.0100000000002,0.01,0.01,0.00999999999999,0.00999999999999,0.01,26067.01
9719173,2620.01,66.01,122.01,0.00999999999999,0.00999999999999,0.01,524.01,93.01,1660.01,0.01,0.01,0.01,0.01,1849.01,0.00999999999999,2223.01,0.01,0.0100000000002,657.01,0.01,0.00999999999999,3194.01,54.01,0.01,308.01,0.00999999999999,38.01,2343.01,68.01,0.01,0.01,13.01,271.01,0.00999999999999,11694.01,0.0100000000002,0.01,0.00999999999999,667.01,0.01,0.01,0.00999999999999,0.01,520.01,0.01,0.01,0.00999999999999,0.00999999999999,14584.01,0.01,741.01,0.01,0.01,9.01,1598.01,13168.01,0.01,2035.01,2245.01,0.01
11603167,500.01,0.01,0.00999999999999,81.01,0.01,0.00999999999999,537.01,5.01,617.01,0.01,0.01,0.01,393.01,206.01,0.01,1306.01,123.01,0.01,238.01,0.01,0.01,812.01,68.01,0.01,0.00999999999999,3876.01,0.01,519.01,0.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,906.01,0.00999999999999,0.01,0.01,172.01,0.01,0.01,45.01,0.01,807.01,92.01,0.01,42.01,0.01,3614.01,0.01,595.01,0.01,0.01,0.01,157.01,0.00999999999999,0.01,560.01,0.00999999999999,0.01
IA629,108.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,421.01,0.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,123.01,0.01,0.00999999999999,0.00999999999999,0.01,1.01,0.01,0.01,0.01,31.01,0.01,128.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,818.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,3402.01,0.01,0.01,71.01,0.01,0.01,0.01,0.01,727.01,0.01,20.01,0.00999999999999,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.01
9777341,962.01,0.01,1223.01,127.01,187.01,2162.01,2.01,0.01,843.01,0.00999999999999,0.01,0.01,0.00999999999999,2527.01,0.00999999999999,63.01,0.01,41.01,254.01,0.01,0.01,1898.01,10.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,90.01,0.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.00999999999999,116.01,0.01,31.01,0.00999999999999,0.00999999999999,0.01,0.01,0.00999999999999,179.01,3139.01,0.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,114.01,0.01,1143.01,1875.01,0.01
IA631,0.00999999999999,0.00999999999999,549.01,305.01,463.01,69.01,0.01,0.01,0.00999999999999,164.01,0.01,0.01,0.00999999999999,2431.01,32.01,72.01,391.01,0.00999999999999,0.01,0.01,49.01,2163.01,0.00999999999999,0.01,38.01,0.00999999999999,0.00999999999999,1.01,189.01,174.01,0.00999999999999,0.00999999999999,1.01,0.00999999999999,230.01,1.01,0.01,268.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.00999999999999,2105.01,12.01,130.01,0.01,2503.01,0.01,56.01,0.00999999999999,657.01,5344.01,114.01,0.01,0.01,867.01,1815.01,0.01
8622596,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,2820.01,375.01,3609.01,18.01,68.01,0.01,3.01,2104.01,0.00999999999999,0.00999999999999,155.01,64.01,0.00999999999999,0.01,11.01,409.01,10.01,29.01,87.01,2363.01,0.00999999999999,0.00999999999999,0.01,33.01,0.01,0.01,0.01,1169.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,121.01,0.01,0.01,151.01,17.01,39.01,351.01,0.01,0.00999999999999,0.00999999999999,4549.01,0.00999999999999,1113.01,0.01,204.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,844.01,0.00999999999999,0.01
1038530,573.01,436.01,0.01,0.01,47580.01,460.01,0.01,3191.01,454.01,505.01,0.01,93.01,0.01,6561.01,0.01,0.01,0.01,168.01,0.01,0.01,83.01,1010.01,0.01,0.01,295.01,0.01,724.01,154.01,2.01,0.01,0.01,90.01,0.01,0.01,0.01,0.00999999999999,78.01,354.01,113.01,989.01,0.00999999999999,26766.01,36.01,0.00999999999999,0.00999999999999,0.01,280.01,0.00999999999999,65.01,7.01,165.01,0.00999999999999,590.01,399.01,0.01,0.01,229.01,6.01,2630.01,42071.01
8593438,0.01,0.01,0.00999999999999,0.01,428.01,0.01,0.01,1871.01,0.01,564.01,0.01,0.00999999999999,0.01,4421.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.01,0.01,209.01,0.01,252.01,0.01,185.01,2061.01,0.00999999999999,328.01,18076.01,104.01,12558.01,0.01,0.00999999999999,373.01,0.01,0.01,0.00999999999999,23.01,0.0100000000002,0.01,0.00999999999999,0.00999999999999,0.01,4467.01,0.00999999999999,0.00999999999999,0.01,0.0100000000002,0.0100000000002,152.01,0.00999999999999,682.01,9576.01,0.00999999999999,377.01,1634.01,0.01,983.01,69.01
8956176,2612.01,106.01,8078.01,901.01,88.01,0.01,2073.01,0.01,0.01,2095.01,0.01,0.00999999999999,4822.01,3185.01,1064.01,171.01,113.01,0.01,389.01,0.01,0.01,36677.01,2270.01,0.01,53.01,2575.01,244.01,2418.01,0.01,0.01,0.00999999999999,0.01,301.01,191.01,31767.01,0.01,0.0100000000002,28.01,0.00999999999999,14479.01,0.01,0.00999999999999,0.0100000000002,262.01,2275.01,0.01,948.01,0.01,29223.01,0.01,549.01,0.0100000000002,0.00999999999999,41.01,4772.01,120.01,0.01,79336.01,14515.01,0.01
3348819,2.01,233.01,0.00999999999999,0.01,2015.01,0.0100000000002,143.01,0.01,3330.01,40.01,0.01,0.00999999999999,28.01,32985.01,0.01,126.01,1033.01,90.01,110.01,90.01,150.01,970.01,0.01,171.01,153.01,0.00999999999999,0.01,73.01,0.00999999999999,362.01,0.00999999999999,1077.01,0.01,31.01,257.01,0.01,58.01,0.01,3391.01,0.0100000000002,0.01,57243.01,125.01,111.01,222.01,0.01,0.0100000000002,0.01,1432.01,0.00999999999999,1862.01,18.01,676.01,1788.01,307.01,38.01,11.01,957.01,9185.01,452.01
8908968,399.01,0.00999999999999,63.01,0.01,606.01,0.00999999999999,0.00999999999999,0.01,0.0100000000002,0.01,0.01,0.00999999999999,0.01,9701.01,0.01,0.01,116.01,0.00999999999999,0.01,0.01,0.01,560.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,83.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,39.01,0.00999999999999,0.01,6833.01,0.00999999999999,0.01,536.01,0.01,57.01,0.01,0.0100000000002,0.00999999999999,124.01,0.00999999999999,0.00999999999999,1871.01,0.01,24.01,0.01,66.01,3789.01,0.01
2236866,381.01,0.01,226.01,1.01,0.0100000000002,0.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,1365.01,0.01,0.00999999999999,1830.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,1407.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.01,145.01,12.01,27643.01,0.00999999999999,4304.01,27.01,0.00999999999999,149.01,0.00999999999999,0.01,0.0100000000002,0.00999999999999,0.00999999999999,0.01,0.01,0.00999999999999,0.01,7044.01,115.01,0.00999999999999,0.01,1166.01,0.01,139.01,152.01,0.00999999999999,34755.01,2.01,372.01,0.00999999999999,66.01,3207.01,0.00999999999999
2139824,3046.01,0.01,0.00999999999999,0.00999999999999,1419.01,603.01,0.01,3107.01,114.01,0.01,0.00999999999999,0.01,0.00999999999999,1137.01,0.01,0.01,357.01,18316.01,54.01,60.01,52.01,4451.01,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,1141.01,594.01,53.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,312.01,74.01,43.01,107.01,36.01,0.01,0.01,0.01,972.01,20.01,597.01,619.01,2920.01,0.01,144.01,0.01,908.01,677.01,1.01,26.01,0.01,0.01,3737.01,0.01
8910955,0.01,153.01,0.01,0.00999999999999,362.01,0.0100000000002,4670.01,2935.01,950.01,0.00999999999999,591.01,465.01,0.00999999999999,1478.01,0.00999999999999,0.00999999999999,4796.01,114.01,0.01,72.01,64.01,2807.01,58.01,0.01,595.01,5054.01,117.01,0.01,442.01,0.00999999999999,0.00999999999999,0.01,0.01,574.01,0.00999999999999,0.00999999999999,0.01,0.01,76.01,51.01,134.01,1.01,122.01,872.01,4550.01,0.0100000000002,4784.01,0.01,5298.01,0.01,4861.01,287.01,46128.01,0.00999999999999,0.0100000000002,0.01,0.00999999999999,0.0100000000002,0.0100000000002,3.01
7683582,0.01,0.01,480.01,0.01,425.01,10.01,523.01,213.01,0.01,904.01,0.01,0.00999999999999,0.00999999999999,552.01,0.01,0.01,0.01,0.01,159.01,0.00999999999999,0.01,5016.01,0.00999999999999,0.01,0.00999999999999,750.01,9230.01,369.01,0.01,0.00999999999999,14.01,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,61.01,65.01,524.01,0.01,0.0100000000002,0.01,0.00999999999999,0.00999999999999,0.00999999999999,1729.01,0.00999999999999,126.01,0.01,1386.01,0.01,559.01,0.00999999999999,377.01,165.01,0.00999999999999,27.01,0.00999999999999,411.01,1553.01,0.01
8974540,6235.01,0.01,229.01,0.00999999999999,0.01,27120.01,0.0100000000002,964.01,544.01,0.0100000000002,0.01,0.01,242.01,8459.01,0.01,0.00999999999999,361.01,359.01,0.00999999999999,0.01,0.00999999999999,903.01,0.00999999999999,0.01,40.01,0.00999999999999,0.00999999999999,546.01,1434.01,0.0100000000002,0.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,3.01,438.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,2.01,1206.01,124.01,0.0100000000002,0.00999999999999,167.01,0.01,78.01,50.01,0.00999999999999,282.01,0.01,651.01,14928.01,0.01
9043160,0.01,0.01,0.01,112.01,0.01,0.01,29.01,121.01,0.00999999999999,0.01,0.01,0.01,0.01,692.01,0.01,0.01,17.01,0.01,0.01,0.01,0.01,22.01,0.00999999999999,0.01,3.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,903.01,0.01,22.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,40.01,65.01,0.01
9711046,584.01,0.01,278.01,0.00999999999999,1228.01,974.01,0.00999999999999,988.01,0.00999999999999,0.0100000000002,0.01,0.01,0.01,200.01,0.00999999999999,0.00999999999999,488.01,11597.01,0.01,0.00999999999999,0.0100000000002,6624.01,49.01,0.01,0.00999999999999,753.01,0.00999999999999,826.01,47.01,0.01,0.00999999999999,1.01,0.01,0.01,361.01,0.00999999999999,141.01,3432.01,0.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,808.01,0.00999999999999,84.01,0.00999999999999,2465.01,0.01,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.01,1578.01,0.01
8686633,2362.01,164.01,2502.01,0.0100000000002,117.01,0.00999999999999,3122.01,129.01,7089.01,76.01,0.01,0.00999999999999,744.01,11176.01,5.01,0.0100000000002,600.01,0.00999999999999,0.01,0.01,0.01,17636.01,647.01,0.01,107.01,5810.01,322.01,3480.01,1124.01,0.0100000000002,0.01,0.01,0.01,0.0100000000002,99002.01,0.0100000000002,0.01,0.0100000000002,746.01,4013.01,0.01,0.00999999999999,0.00999999999999,2336.01,1220.01,0.01,279.01,0.01,58641.01,0.01,5413.01,0.01,324.01,101.01,5167.01,427.01,0.00999999999999,10326.01,0.01,0.00999999999999
1518695,0.01,0.00999999999999,0.00999999999999,0.01,11578.01,0.00999999999999,0.01,140.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.01,4276.01,0.00999999999999,108.01,199.01,0.01,0.00999999999999,0.01,0.01,41.01,22.01,180.01,0.00999999999999,0.00999999999999,102.01,0.01,1467.01,0.00999999999999,0.00999999999999,113.01,2.01,0.01,0.01,0.01,0.00999999999999,0.0100000000002,0.01,618.01,0.01,6555.01,205.01,59.01,0.00999999999999,0.00999999999999,170.01,0.0100000000002,2.01,57.01,0.01,0.01,0.01,1049.01,0.00999999999999,80.01,70.01,0.01,1174.01,31355.01
8847594,0.01,193.01,854.01,77.01,336.01,0.01,1087.01,0.01,58.01,134.01,0.00999999999999,0.00999999999999,0.01,2764.01,0.00999999999999,22.01,2588.01,34.01,0.00999999999999,0.00999999999999,0.00999999999999,3392.01,5047.01,0.01,20.01,0.00999999999999,771.01,0.00999999999999,42.01,0.00999999999999,0.00999999999999,39.01,0.01,0.00999999999999,96.01,0.01,0.01,1.01,0.00999999999999,286.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,1359.01,0.00999999999999,0.00999999999999,0.01,4105.01,0.01,0.01,37.01,0.01,248.01,61.01,22.01,0.00999999999999,2892.01,527.01,0.01
9712465,0.00999999999999,1153.01,177.01,495.01,355.01,0.00999999999999,301.01,200.01,1.01,0.00999999999999,0.01,0.01,0.00999999999999,1891.01,0.00999999999999,771.01,898.01,0.01,116.01,0.00999999999999,0.00999999999999,1699.01,6616.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,0.00999999999999,54.01,0.01,0.01,0.00999999999999,0.01,66.01,0.01,0.01,0.01,144.01,0.01,0.01,25.01,0.01,0.00999999999999,0.01,0.00999999999999,0.01,0.01,6167.01,0.01,42.01,0.01,0.00999999999999,0.01,0.00999999999999,60.01,0.00999999999999,2642.01,748.01,0.01
5942714,828.01,0.00999999999999,1769.01,0.0100000000002,0.00999999999999,183.01,3555.01,0.00999999999999,409.01,345.01,0.01,0.01,0.00999999999999,0.01,0.01,21380.01,311.01,0.00999999999999,2313.01,0.01,0.01,10894.01,0.0100000000002,0.00999999999999,0.00999999999999,3914.01,177.01,21.01,0.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.0100000000002,0.01,0.00999999999999,118.01,68.01,0.01,647.01,0.0100000000002,0.00999999999999,2571.01,3.01,24.01,0.01,1400.01,0.00999999999999,0.00999999999999,0.00999999999999,123.01,55.01,307.01,538.01,0.01,12370.01,0.01,0.01
IA635,0.00999999999999,16.01,0.01,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,37.01,0.01,1152.01,0.01,0.01,425.01,0.01,0.00999999999999,105.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.01,0.01,0.01,0.01,1.01,0.01,0.00999999999999,245.01,0.01,61.01,0.01,0.01,0.01,0.01,0.01,0.01,106.01,5.01,1264.01,0.00999999999999,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,0.01,252.01,0.00999999999999,0.00999999999999,379.01,0.01,107.01,0.01,24.01,0.00999999999999,0.01
IA634,0.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,32.01,0.01,0.01,3.01,0.01,0.01,45.01,0.01,0.01,15.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,0.01,338.01,0.00999999999999,0.01,39.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,74.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,18.01,0.01
6292543,0.01,0.01,0.00999999999999,0.01,0.01,0.0100000000002,394.01,696.01,0.01,5.01,60871.01,0.00999999999999,0.01,785.01,0.01,0.01,6260.01,0.01,0.01,0.0100000000002,0.01,877.01,0.00999999999999,0.01,12.01,0.01,184.01,1.01,0.00999999999999,5261.01,0.01,43.01,0.00999999999999,27.01,301.01,0.01,0.01,0.01,0.0100000000002,0.0100000000002,5345.01,0.01,0.00999999999999,0.01,3311.01,0.00999999999999,80.01,0.00999999999999,1389.01,0.01,274.01,0.00999999999999,1161.01,42785.01,0.01,4.01,0.00999999999999,56.01,0.01,0.01
8599729,0.00999999999999,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.00999999999999,235.01,0.00999999999999,0.00999999999999,56.01,0.01,0.01,187.01,0.01,0.01,404.01,18.01,0.01,0.01,0.01,88.01,11.01,0.01,0.01,245.01,2151.01,0.01,87.01,0.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.01,1169.01,0.00999999999999,222.01,0.01,270.01,0.01,1.01,0.00999999999999,342.01,0.00999999999999,0.01,0.01,0.01,0.01,0.00999999999999,0.01
