,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79
IA627,0.01,0.00999999999999,0.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,79.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,232.01,0.01,155.01,0.01,13.01,0.00999999999999,4.01,0.01,0.01,0.01,15.01,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,145.01,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,29.01,0.00999999999999,0.01,0.01,0.01,0.01,74.01,0.00999999999999,66.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.01,2230.01,22.01,1264.01,1040.01,288.01,64.01,0.01,6322.01,0.01
1448853,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,1874.01,0.01,485.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,1496.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,2.01,0.00999999999999,0.00999999999999,0.01,0.01,1734.01,2732.01,0.00999999999999,0.01,188.01,2837.01,0.01,1029.01,0.01,0.0100000000002,402.01,0.01,0.01,0.01,0.01,323.01,0.00999999999999,0.00999999999999,4259.01,0.0100000000002,48.01,554.01,15966.01,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.00999999999999,624.01,0.00999999999999,0.0100000000002,0.00999999999999,0.01,818.01,0.0100000000002,1797.01,0.01,7037.01,0.01,0.0100000000002,51.01,0.01,0.01,2014.01,680.01,3352.01,1.01,0.01,0.01,0.01
12481028,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.01,0.01,0.00999999999999,0.01,0.01,90.01,0.01,130.01,0.01,0.01,0.01,0.01,0.01,26.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,24.01,0.01,0.01,0.00999999999999,0.01,47.01,0.01,0.01,0.00999999999999,0.01,0.01,7.01,0.01,532.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,5.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,81.01,0.01,0.00999999999999,0.01,0.01,0.01
11693518,0.01,0.01,0.01,0.01,0.01,0.01,1.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,58.01,0.01,40.01,0.01,0.01,0.01,0.01,0.01,267.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11.01,0.01,0.01,0.01,0.01,11.01,0.01,0.01,1.01,0.01,0.01,0.01,0.01,45.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,23.01,0.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.01,0.01,17.01,0.01,0.01,0.01,0.01,0.01
100153138,0.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,353.01,0.01,469.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,29.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.01,0.01,83.01,0.01,0.01,40.01,0.01,1051.01,0.01,0.01,39.01,0.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,64.01,0.01,0.01,5.01,0.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,102.01,0.01,142.01,0.01,0.01,0.00999999999999
7701232,0.00999999999999,0.01,0.0100000000002,0.01,0.01,0.01,0.01,0.00999999999999,0.01,4657.01,820.01,994.01,22.01,9970.01,0.00999999999999,0.00999999999999,1997.01,26.01,0.01,0.01,142.01,221.01,321.01,1.01,0.01,200.01,0.00999999999999,0.01,0.01,2224.01,452.01,0.00999999999999,291.01,0.01,99.01,0.00999999999999,1495.01,0.01,0.00999999999999,0.00999999999999,305.01,356.01,177.01,528.01,504.01,0.00999999999999,350.01,1201.01,0.00999999999999,0.00999999999999,1.01,0.01,142.01,0.00999999999999,0.01,0.01,0.00999999999999,107.01,530.01,1428.01,1.01,0.00999999999999,0.00999999999999,0.01,1143.01,0.01,0.00999999999999,2578.01,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,1608.01,499.01,507.01,0.00999999999999,0.00999999999999,554.01
1858001,0.01,0.01,240.01,0.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,7692.01,106.01,372.01,0.00999999999999,4255.01,0.00999999999999,0.00999999999999,2289.01,0.01,1.01,0.01,0.00999999999999,0.01,1268.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,86.01,1660.01,426.01,18.01,0.01,916.01,568.01,0.01,2515.01,0.01,0.01,0.01,49.01,400.01,0.01,13357.01,0.01,0.00999999999999,0.0100000000002,856.01,0.0100000000002,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01,201.01,0.01,0.0100000000002,0.00999999999999,0.00999999999999,0.01,0.01,0.00999999999999,256.01,0.00999999999999,0.00999999999999,3722.01,0.01,0.01,0.01,0.00999999999999,1035.01,0.00999999999999,1059.01,429.01,471.01,0.01,0.01,392.01
9724697,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.01,0.00999999999999,1739.01,444.01,0.00999999999999,15.01,0.00999999999999,117.01,331.01,0.01,1087.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,1539.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,131.01,0.01,33.01,29.01,0.01,839.01,0.00999999999999,3.01,0.00999999999999,0.01,388.01,206.01,0.00999999999999,212.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,12050.01,0.00999999999999,0.01,0.01,0.01,0.01,0.00999999999999,752.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,1593.01,57.01,0.00999999999999,359.01,0.00999999999999,0.01,0.01,552.01,0.01,1364.01,0.00999999999999,0.01,92.01
7689516,0.01,0.00999999999999,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.01,3076.01,0.01,0.00999999999999,0.00999999999999,65.01,1075.01,1.01,3209.01,10.01,0.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.00999999999999,0.01,120.01,0.01,104.01,0.00999999999999,0.01,0.00999999999999,2023.01,0.00999999999999,0.01,145.01,34.01,0.01,0.01,0.01,367.01,10085.01,0.01,1708.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.00999999999999,165.01,0.00999999999999,773.01,1261.01,327.01,0.01,150.01,686.01,0.00999999999999,0.01,871.01,0.00999999999999,0.00999999999999,300.01,0.01,0.01,0.01,0.01,0.01,789.01,0.00999999999999,149.01,800.01,0.01,0.01,220.01
11724840,447.01,0.00999999999999,0.00999999999999,457.01,0.01,0.00999999999999,0.00999999999999,0.01,6884.01,0.0100000000002,3.01,0.01,682.01,0.01,7865.01,0.01,0.01,788.01,0.00999999999999,0.01,334.01,0.00999999999999,0.00999999999999,0.01,0.01,8214.01,0.01,0.00999999999999,217.01,0.01,0.00999999999999,52.01,263.01,0.01,0.01,9577.01,0.00999999999999,0.01,0.01,2060.01,2258.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,225.01,0.01,0.0100000000002,0.00999999999999,0.00999999999999,0.00999999999999,64.01,0.01,0.01,0.00999999999999,0.00999999999999,0.0100000000002,150.01,0.01,0.01,0.01,0.01,588.01,0.00999999999999,0.0100000000002,323.01,943.01,0.01,0.01,0.01,0.01,0.01,2331.01,0.01,0.01,13.01,0.00999999999999,0.01
9777087,0.01,0.00999999999999,0.00999999999999,483.01,0.00999999999999,0.00999999999999,0.00999999999999,24.01,3418.01,94.01,0.01,184.01,0.00999999999999,77.01,472.01,0.01,0.0100000000002,0.01,0.01,0.00999999999999,0.00999999999999,111.01,35.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.01,508.01,276.01,318.01,3891.01,1757.01,0.01,5523.01,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,3756.01,725.01,0.01,0.01,0.00999999999999,222.01,0.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.00999999999999,98.01,0.00999999999999,0.01,0.00999999999999,0.01,0.0100000000002,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.00999999999999,1458.01,0.01,413.01,522.01,0.01,0.00999999999999,68.01,0.01,0.01,1036.01,0.01,0.01,0.00999999999999,196.01,4.01
2015586,0.01,0.01,0.01,4.01,0.01,0.01,0.0100000000002,0.01,0.00999999999999,0.01,41.01,46.01,0.01,0.01,0.00999999999999,0.00999999999999,158.01,0.01,43.01,10.01,5.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,55.01,0.01,0.01,0.01,0.0100000000002,919.01,654.01,394.01,0.01,12608.01,0.00999999999999,0.00999999999999,0.01,0.01,0.00999999999999,955.01,0.01,0.00999999999999,0.01,4995.01,0.00999999999999,0.01,0.01,0.01,12.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.00999999999999,210.01,0.00999999999999,0.01,0.00999999999999,0.01,0.00999999999999,0.01,139.01,0.01,901.01,1.01,0.00999999999999,0.0100000000002,49.01,0.00999999999999,0.01,2423.01,0.00999999999999,10473.01,0.01,177.01,0.0100000000002
10822931,0.01,174.01,0.01,0.01,27.01,244.01,0.0100000000002,43.01,0.01,60.01,0.00999999999999,0.01,0.01,86.01,0.01,0.01,0.01,0.01,174.01,43.01,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.01,20.01,0.01,1569.01,1001.01,6421.01,115.01,0.01,4086.01,0.01,506.01,0.01,0.01,718.01,0.0100000000002,0.01,0.01,0.01,72.01,0.00999999999999,0.01,489.01,0.01,0.00999999999999,0.01,153.01,0.01,156.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,533.01,0.00999999999999,0.01,0.00999999999999,0.01,3050.01,0.01,1473.01,0.01,0.01,0.00999999999999,249.01,0.01,298.01,5853.01,410.01,1.01,0.01,824.01,0.01
1490783,678.01,195.01,0.00999999999999,0.01,0.01,0.01,157.01,0.00999999999999,1514.01,6880.01,331.01,144.01,0.01,586.01,824.01,0.01,1848.01,5.01,33.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,149.01,0.00999999999999,132.01,0.00999999999999,424.01,754.01,0.01,0.01,0.01,305.01,234.01,180.01,0.00999999999999,0.01,154.01,0.00999999999999,0.01,0.00999999999999,0.01,0.00999999999999,462.01,0.00999999999999,582.01,0.01,0.00999999999999,0.01,364.01,658.01,1023.01,0.00999999999999,0.00999999999999,277.01,97.01,199.01,0.00999999999999,731.01,0.01,0.01,0.01,13.01,0.01,7659.01,3409.01,105.01,0.01,172.01,0.01,0.00999999999999,3949.01,2228.01,0.01,0.00999999999999,466.01,0.00999999999999,0.01
8641221,0.00999999999999,260.01,0.01,0.01,980.01,0.00999999999999,0.00999999999999,725.01,0.01,0.01,0.01,0.00999999999999,8.01,0.00999999999999,537.01,0.01,7349.01,1401.01,0.01,570.01,0.00999999999999,0.01,628.01,179.01,0.00999999999999,0.00999999999999,0.00999999999999,1.01,0.01,3576.01,4753.01,4610.01,2116.01,1268.01,1810.01,0.01,16861.01,0.0100000000002,75.01,21095.01,1387.01,0.01,0.00999999999999,0.01,536.01,5.01,0.00999999999999,4433.01,984.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,4151.01,0.01,0.01,0.0100000000002,0.00999999999999,184.01,1693.01,277.01,175.01,0.01,121.01,199.01,9973.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,684.01,5.01,0.01,1889.01,4979.01,436.01,0.01,83.01,311.01
1876478,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.01,0.01,5325.01,0.01,0.01,1.01,1129.01,0.00999999999999,0.01,6273.01,70.01,0.01,0.01,85.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.01,196.01,365.01,1078.01,88.01,0.01,71.01,121.01,0.01,729.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,50.01,0.01,0.00999999999999,0.00999999999999,0.01,1930.01,0.01,0.01,0.00999999999999,0.0100000000002,0.00999999999999,0.00999999999999,0.01,0.01,376.01,344.01,0.0100000000002,0.01,15631.01,0.01,0.01,0.00999999999999,0.0100000000002,0.01,0.00999999999999,3079.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,1271.01,8238.01,2205.01,275.01,0.01,0.01,0.01,0.01
6520146,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,333.01,0.00999999999999,0.01,209.01,0.01,732.01,0.00999999999999,0.0100000000002,306.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,1.01,0.01,0.01,0.01,0.00999999999999,0.0100000000002,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.01,0.01,11177.01,0.01,0.01,21894.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.0100000000002,0.00999999999999,0.01,0.01,0.00999999999999,0.01,20.01,0.01,0.01,0.0100000000002,0.01,0.01,0.00999999999999,0.01,0.01,0.01,221.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01
9719173,0.01,0.0100000000002,0.01,0.01,0.01,0.00999999999999,0.00999999999999,44.01,0.00999999999999,0.01,0.01,0.01,63.01,0.01,0.01,0.01,5665.01,14806.01,0.00999999999999,70.01,288.01,60.01,0.00999999999999,595.01,0.00999999999999,0.01,0.01,0.01,0.01,878.01,970.01,0.01,370.01,1603.01,0.00999999999999,0.01,686.01,0.01,194.01,3214.01,424.01,0.01,12298.01,0.00999999999999,0.01,0.00999999999999,0.01,5152.01,186.01,0.01,0.00999999999999,0.01,569.01,89.01,536.01,14.01,0.00999999999999,1740.01,491.01,2802.01,0.01,1095.01,100.01,0.01,3592.01,1824.01,0.01,312.01,0.01,459.01,0.01,0.01,0.01,0.01,200.01,1975.01,0.01,0.01,0.01,0.00999999999999
11603167,0.01,0.01,510.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.01,1203.01,0.01,0.00999999999999,0.01,0.00999999999999,1.01,0.01,2135.01,0.01,0.01,0.01,0.01,76.01,167.01,1946.01,125.01,1015.01,256.01,13.01,0.01,50.01,86.01,444.01,526.01,239.01,0.01,1309.01,0.01,0.01,0.00999999999999,0.01,1248.01,0.01,0.00999999999999,0.01,0.00999999999999,14.01,0.01,510.01,0.00999999999999,0.00999999999999,297.01,26.01,1167.01,0.01,0.00999999999999,0.00999999999999,0.01,273.01,1220.01,0.01,349.01,0.01,161.01,0.01,0.01,0.01,0.01,158.01,641.01,74.01,0.01,0.01,32.01
IA629,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,182.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.01,0.01,0.00999999999999,74.01,315.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.01,81.01,0.01,0.01,586.01,0.01,0.01,0.01,0.01,250.01,0.00999999999999,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.01,0.01,79.01,0.00999999999999,347.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.01,0.01,0.01,2961.01,0.01,0.01,133.01,0.01,0.01,0.01,842.01,0.01
9777341,0.01,0.00999999999999,161.01,0.01,0.01,0.01,0.01,7.01,0.01,0.01,0.01,0.01,16.01,63.01,1522.01,0.01,0.0100000000002,135.01,0.01,0.01,0.01,0.01,1.01,70.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,502.01,787.01,0.01,0.01,373.01,0.01,0.01,3416.01,0.0100000000002,0.00999999999999,1795.01,0.01,35.01,0.00999999999999,0.01,0.01,272.01,0.00999999999999,1668.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.00999999999999,1147.01,10.01,59.01,0.00999999999999,36.01,0.00999999999999,3280.01,431.01,0.00999999999999,1104.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,21.01,10.01,0.01,0.01,65.01
IA631,3.01,0.01,0.01,0.01,78.01,0.01,0.01,0.00999999999999,0.00999999999999,389.01,0.01,1715.01,0.00999999999999,12.01,1946.01,0.01,780.01,0.00999999999999,0.01,0.01,0.01,4691.01,111.01,18.01,0.01,0.01,0.01,0.01,53.01,74.01,3.01,0.01,108.01,310.01,479.01,0.01,215.01,0.00999999999999,0.01,1516.01,34.01,170.01,218.01,0.01,782.01,193.01,0.01,642.01,6.01,0.01,19.01,0.00999999999999,435.01,0.00999999999999,0.01,0.01,0.00999999999999,58.01,1061.01,0.00999999999999,0.01,0.01,154.01,0.01,2067.01,383.01,0.01,1919.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.00999999999999,467.01,0.01,68.01,0.00999999999999,0.01,16.01
8622596,0.01,8.01,147.01,0.01,0.01,0.01,0.01,781.01,132.01,0.01,0.01,0.01,0.00999999999999,0.00999999999999,443.01,0.01,323.01,0.01,144.01,168.01,48.01,48.01,0.00999999999999,180.01,84.01,0.01,0.01,0.01,256.01,304.01,2249.01,358.01,3570.01,0.01,542.01,0.01,0.00999999999999,0.01,0.00999999999999,4107.01,177.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.00999999999999,665.01,74.01,0.01,0.01,8.01,1.01,94.01,0.00999999999999,0.01,0.01,2.01,70.01,561.01,0.01,0.01,222.01,0.00999999999999,529.01,3990.01,0.01,216.01,0.01,0.00999999999999,0.01,38.01,0.01,0.01,147.01,0.01,0.00999999999999,30.01,0.01,0.01
1038530,0.01,0.00999999999999,0.01,0.01,87.01,0.00999999999999,123.01,0.01,0.01,4578.01,0.01,1722.01,0.01,28660.01,0.01,0.00999999999999,4805.01,0.01,0.01,0.00999999999999,173.01,0.01,666.01,0.01,0.00999999999999,0.01,0.01,0.01,1547.01,969.01,0.0100000000002,0.01,0.01,154.01,228.01,188.01,0.01,0.01,0.01,1706.01,135.01,0.00999999999999,0.01,4946.01,285.01,0.01,80276.01,865.01,14.01,0.01,0.01,259.01,0.01,1404.01,0.01,0.01,0.01,178.01,0.0100000000002,710.01,4.01,0.01,0.01,4.01,1013.01,0.01,0.00999999999999,499.01,0.01,0.00999999999999,0.01,0.01,0.01,39.01,362.01,289.01,269.01,0.01,0.01,0.01
8593438,0.01,0.00999999999999,0.01,12668.01,0.01,0.01,0.01,0.01,16801.01,39.01,0.01,1334.01,102.01,0.00999999999999,4313.01,0.01,3043.01,287.01,0.01,0.00999999999999,139.01,5804.01,1122.01,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,138.01,0.0100000000002,0.00999999999999,0.01,0.01,0.01,603.01,4.01,0.00999999999999,0.01,0.01,199.01,78.01,0.00999999999999,201.01,0.00999999999999,1280.01,0.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,139.01,0.00999999999999,217.01,0.00999999999999,0.01,16.01,0.00999999999999,0.0100000000002,0.0100000000002,0.01,6.01,0.00999999999999,0.01,223.01,0.00999999999999,0.00999999999999,1002.01,9184.01,0.01,0.00999999999999,0.01,0.01,0.01,153.01,0.01,0.01,298.01,0.01,0.01
8956176,0.01,0.0100000000002,721.01,0.00999999999999,0.01,0.00999999999999,0.01,0.0100000000002,0.01,1692.01,0.01,39.01,0.01,0.00999999999999,2395.01,0.00999999999999,16585.01,236.01,143.01,526.01,0.01,0.01,740.01,272.01,0.00999999999999,0.00999999999999,21.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01,436.01,183.01,0.00999999999999,0.01,1266.01,4311.01,0.01,3493.01,132.01,0.01,29232.01,0.00999999999999,655.01,431.01,0.01,19742.01,0.01,0.01,147.01,0.0100000000002,8453.01,0.01,1606.01,0.01,3723.01,2541.01,21904.01,829.01,0.01,2189.01,11995.01,0.01,16055.01,6692.01,0.01,19796.01,0.01,131.01,0.01,0.00999999999999,0.0100000000002,0.01,324.01,5.01,523.01,0.01,0.01,68577.01
3348819,0.01,48.01,0.00999999999999,226.01,43.01,0.01,88.01,112.01,2211.01,216.01,111.01,0.01,0.00999999999999,1144.01,26233.01,0.00999999999999,5169.01,0.01,0.00999999999999,68.01,1744.01,163.01,0.01,109.01,117.01,0.01,0.01,0.01,59647.01,609.01,201.01,0.0100000000002,847.01,0.0100000000002,472.01,0.01,0.0100000000002,0.01,0.00999999999999,2675.01,1024.01,0.01,89.01,591.01,26.01,0.01,2461.01,1676.01,62.01,0.01,0.0100000000002,0.01,0.00999999999999,95.01,0.00999999999999,0.01,49.01,61.01,0.01,4755.01,34.01,30.01,26.01,0.00999999999999,5371.01,452.01,52.01,0.010000000002,580.01,98.01,0.01,0.01,0.01,0.00999999999999,1245.01,257.01,0.01,58.01,0.01,0.01
8908968,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,0.01,503.01,299.01,0.01,1325.01,0.01,167.01,8123.01,0.01,1803.01,18.01,0.01,0.01,33.01,247.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,7280.01,48.01,0.0100000000002,29.01,21.01,0.00999999999999,0.00999999999999,0.01,265.01,0.01,0.01,1717.01,75.01,0.01,0.00999999999999,37.01,0.00999999999999,0.01,146.01,361.01,2.01,0.00999999999999,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,0.00999999999999,177.01,0.0100000000002,0.01,0.01,0.00999999999999,0.00999999999999,1327.01,0.01,0.01,526.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,146.01,192.01,0.01,0.01,0.01,0.01
2236866,0.00999999999999,0.01,0.00999999999999,10248.01,0.01,0.00999999999999,0.00999999999999,0.01,128.01,0.01,0.00999999999999,0.00999999999999,36.01,0.01,4142.01,0.01,3061.01,367.01,0.01,0.01,0.01,51156.01,0.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,0.01,99.01,0.00999999999999,0.01,0.00999999999999,231.01,0.0100000000002,0.00999999999999,0.01,0.00999999999999,578.01,54.01,0.00999999999999,0.00999999999999,0.00999999999999,1024.01,0.01,0.0100000000002,1157.01,0.01,209.01,0.01,0.0100000000002,38.01,0.0100000000002,0.01,32.01,0.01,22.01,595.01,0.01,0.01,0.01,0.01,0.01,1087.01,0.01,0.01,1866.01,6373.01,0.01,84.01,0.01,0.01,0.00999999999999,1921.01,0.00999999999999,0.01,0.01,0.01,0.01
2139824,0.01,16316.01,0.01,0.00999999999999,109.01,34.01,0.01,0.01,189.01,2913.01,0.00999999999999,1132.01,35.01,0.00999999999999,760.01,0.01,5124.01,9.01,0.01,0.00999999999999,0.00999999999999,715.01,0.00999999999999,0.00999999999999,0.01,46.01,0.01,0.01,0.01,5952.01,251.01,0.01,75.01,179.01,1067.01,0.01,2234.01,0.00999999999999,0.01,1061.01,49.01,15.01,0.01,0.01,478.01,154.01,0.01,2588.01,0.00999999999999,0.01,0.01,28.01,0.00999999999999,337.01,0.01,0.01,0.01,135.01,0.01,69.01,63.01,0.00999999999999,0.01,0.00999999999999,556.01,0.01,0.00999999999999,0.0100000000002,0.01,0.01,0.00999999999999,0.00999999999999,193.01,0.00999999999999,611.01,1867.01,306.01,0.01,47.01,0.00999999999999
8910955,0.00999999999999,12.01,51.01,0.01,0.00999999999999,0.00999999999999,4562.01,181.01,0.01,280.01,116.01,2985.01,1.01,0.00999999999999,0.01,0.01,3996.01,0.01,170.01,236.01,37.01,0.00999999999999,0.00999999999999,176.01,55.01,17.01,0.01,63.01,47.01,3728.01,337.01,4006.01,3856.01,0.00999999999999,47087.01,0.00999999999999,131.01,0.00999999999999,55.01,2076.01,2216.01,0.01,0.00999999999999,0.01,229.01,0.00999999999999,0.01,734.01,314.01,525.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,269.01,0.0100000000002,0.01,0.00999999999999,0.00999999999999,0.01,0.01,6225.01,0.01,0.010000000002,41.01,1.01,0.01,0.01,0.00999999999999,0.00999999999999,3709.01,261.01,4382.01,0.01,297.01,0.01
7683582,0.00999999999999,0.01,0.01,1.01,0.00999999999999,0.01,0.01,0.01,942.01,585.01,0.01,385.01,0.01,6.01,592.01,0.01,0.01,21.01,0.00999999999999,21.01,0.01,0.00999999999999,4794.01,2.01,1.01,0.01,88.01,0.01,0.01,39.01,1037.01,0.00999999999999,436.01,0.01,229.01,0.01,88.01,0.01,0.01,369.01,285.01,0.00999999999999,65.01,0.01,261.01,110.01,0.01,1003.01,0.01,0.00999999999999,0.01,4905.01,76.01,0.01,0.01,26.01,460.01,152.01,1884.01,0.01,0.01,0.01,147.01,0.01,158.01,882.01,0.00999999999999,4825.01,0.01,0.00999999999999,389.01,0.01,0.00999999999999,169.01,36.01,0.01,159.01,0.00999999999999,0.01,0.01
8974540,0.01,469.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.01,0.00999999999999,3.01,0.01,0.01,145.01,20.01,135.01,6029.01,34.01,8763.01,246.01,0.01,0.00999999999999,205.01,12.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.00999999999999,31.01,0.00999999999999,0.00999999999999,338.01,0.00999999999999,0.00999999999999,137.01,0.01,0.01,38286.01,109.01,0.01,1179.01,104.01,0.01,0.01,0.00999999999999,313.01,564.01,0.01,2223.01,91.01,0.00999999999999,0.00999999999999,20.01,176.01,342.01,0.00999999999999,0.01,0.0100000000002,285.01,0.0100000000002,882.01,3.01,0.00999999999999,450.01,0.01,1688.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,95.01,0.00999999999999,547.01,495.01,833.01,0.01,0.01,113.01
9043160,0.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,182.01,0.01,218.01,0.01,0.01,15.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,155.01,0.00999999999999,96.01,0.01,0.00999999999999,7.01,0.01,60.01,0.00999999999999,0.01,750.01,14.01,0.01,0.00999999999999,0.01,0.00999999999999,0.01,0.01,48.01,0.01,0.01,0.01,0.01,118.01,0.01,0.01,0.01,0.01,0.00999999999999,0.00999999999999,50.01,0.01,0.01,0.01,0.01,227.01,81.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.01,0.00999999999999,0.01,0.01,0.01,0.01
